"0341 Folketingets pensioner "; 88,0; 89,8; 92,1; 90,7; 90,7; 90,7
"034101 Folketingets pensioner "; 88,0; 89,8; 92,1; 90,7; 90,7; 90,7
"03410110 Folketingets medlemspensioner "; 58,7; 60,2; 61,5; 60,7; 60,7; 60,7
"44 Tilskud til personer "; 58,7; 60,2; 61,5; 60,7; 60,7; 60,7
"03410130 Folketingets Administrations pensioner "; 18,2; 18,7; 19,0; 18,8; 18,8; 18,8
"34 Øvrige overførselsindtægter "; -1,9; -1,9; -1,7; -1,8; -1,8; -1,8
"44 Tilskud til personer "; 20,2; 20,6; 20,7; 20,6; 20,6; 20,6
"03410140 Folketingets Ombudsmands pensioner "; 0,7; 0,5; 1,1; 0,6; 0,6; 0,6
"34 Øvrige overførselsindtægter "; -1,6; -1,8; -1,7; -1,7; -1,7; -1,7
"44 Tilskud til personer "; 2,3; 2,3; 2,8; 2,3; 2,3; 2,3
"03410150 Statsrevisorernes pensioner "; 1,3; 1,5; 1,4; 1,4; 1,4; 1,4
"44 Tilskud til personer "; 1,3; 1,5; 1,4; 1,4; 1,4; 1,4
"03410160 Rigsrevisionens pensioner "; 9,1; 8,9; 9,1; 9,2; 9,2; 9,2
"22 Andre ordinære driftsomkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"34 Øvrige overførselsindtægter "; -1,3; -1,2; -1,4; -1,3; -1,3; -1,3
"44 Tilskud til personer "; 10,5; 10,1; 10,5; 10,5; 10,5; 10,5
"05 Statsministeriet "; 124,5; 146,9; 146,6; 146,3; 145,6; 144,9
"051 Fællesudgifter "; 124,5; 146,9; 146,6; 146,3; 145,6; 144,9
"0511 Centralstyrelsen "; 107,3; 126,0; 124,9; 125,6; 125,1; 124,6
"051101 Departementet "; 107,3; 126,0; 124,9; 125,6; 125,1; 124,6
"05110110 Almindelig virksomhed "; 106,8; 125,5; 124,9; 125,6; 125,1; 124,6
"11 Salg af varer "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 7,8; 8,1; 7,9; 7,9; 7,9; 7,9
"17 Internt statsligt køb af varer og tjenester "; 9,1; 11,8; 10,9; 10,9; 10,9; 10,9
"18 Lønninger / personaleomkostninger "; 68,8; 87,6; 88,0; 87,6; 87,2; 86,9
"20 Af- og nedskrivninger "; 0,8; 1,2; 1,2; 1,2; 1,2; 1,2
"21 Andre driftsindtægter "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 15,0; 16,5; 16,7; 17,8; 17,7; 17,5
"26 Finansielle omkostninger "; 0,1; 0,1; 0,2; 0,2; 0,2; 0,2
"43 Interne statslige overførselsudgifter "; 0,6; 0,2; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; 4,7; 0,0; 0,0; 0,0; 0,0; 0,0
"05110120 Tilskud "; 0,5; 0,5; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 0,5; 0,5; 0,0; 0,0; 0,0; 0,0
"0512 Grønland og Færøerne "; 17,2; 20,9; 21,7; 20,7; 20,5; 20,3
"051203 Rigsombudsmanden i Grønland "; 10,2; 12,3; 12,9; 12,2; 12,1; 12,0
"05120310 Almindelig virksomhed "; 10,2; 12,3; 12,9; 12,2; 12,1; 12,0
"11 Salg af varer "; -0,1; -0,1; -0,1; -0,1; -0,1; -0,1
"16 Husleje, leje af arealer,leasing "; 2,0; 2,1; 2,1; 2,1; 2,1; 2,1
"17 Internt statsligt køb af varer og tjenester "; 0,8; 0,5; 0,6; 0,6; 0,6; 0,6
"18 Lønninger / personaleomkostninger "; 5,3; 6,8; 6,9; 6,9; 6,9; 6,9
"20 Af- og nedskrivninger "; 0,2; 0,1; 0,1; 0,0; 0,1; 0,1
"22 Andre ordinære driftsomkostninger "; 1,8; 2,9; 3,3; 2,7; 2,5; 2,4
"25 Finansielle indtægter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"051251 Rigsombudsmanden på Færøerne "; 7,0; 8,6; 8,8; 8,5; 8,4; 8,3
"05125110 Almindelig virksomhed "; 7,0; 8,6; 8,8; 8,5; 8,4; 8,3
"11 Salg af varer "; -0,2; -0,2; -0,2; -0,2; -0,2; -0,2
"13 Kontrolafgifter og gebyrer "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 1,1; 1,0; 1,1; 1,1; 1,1; 1,1
"17 Internt statsligt køb af varer og tjenester "; 0,5; 0,5; 0,6; 0,6; 0,6; 0,6
"18 Lønninger / personaleomkostninger "; 3,5; 4,9; 4,9; 4,9; 4,9; 4,9
"20 Af- og nedskrivninger "; 0,2; 0,1; 0,1; 0,1; 0,2; 0,1
"22 Andre ordinære driftsomkostninger "; 1,9; 2,3; 2,3; 2,0; 1,8; 1,8
"26 Finansielle omkostninger "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06 Udenrigsministeriet "; 17121,1; 17030,6; 14841,8; 17628,2; 16985,8; 17114,7
"061 Udenrigstjenesten mv. "; 1901,2; 2086,2; 2470,7; 2264,0; 2051,3; 2008,9
"0611 Udenrigstjenesten mv. "; 1901,2; 2086,2; 2470,7; 2264,0; 2051,3; 2008,9
"061101 Udenrigstjenesten "; 1898,2; 2015,3; 2287,2; 2214,9; 1934,3; 1891,6
"06110110 Generel udenrigspolitik "; 600,2; 620,0; 0,0; 0,0; 0,0; 0,0
"11 Salg af varer "; -12,0; -9,2; 0,0; 0,0; 0,0; 0,0
"12 Internt st. salg af varer og tjenesteydelser "; -2,1; 0,0; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 93,1; 72,3; 0,0; 0,0; 0,0; 0,0
"17 Internt statsligt køb af varer og tjenester "; 6,7; 1,5; 0,0; 0,0; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 272,6; 282,8; 0,0; 0,0; 0,0; 0,0
"20 Af- og nedskrivninger "; 27,9; 38,0; 0,0; 0,0; 0,0; 0,0
"21 Andre driftsindtægter "; -217,7; -5,3; 0,0; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 340,0; 277,1; 0,0; 0,0; 0,0; 0,0
"25 Finansielle indtægter "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 25,5; 32,1; 0,0; 0,0; 0,0; 0,0
"33 Interne statslige overførselsindtægter "; -162,7; -76,5; 0,0; 0,0; 0,0; 0,0
"41 Overførselsudgifter til EU og øvrige udland "; 0,0; 0,1; 0,0; 0,0; 0,0; 0,0
"43 Interne statslige overførselsudgifter "; 1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"44 Tilskud til personer "; 1,5; 5,9; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 1,2; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; 226,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06110111 Almindelig virksomhed "; 0,0; 0,0; 885,7; 848,3; 742,0; 724,1
"13 Kontrolafgifter og gebyrer "; 0,0; 0,0; -20,0; -20,0; -20,0; -20,0
"16 Husleje, leje af arealer,leasing "; 0,0; 0,0; 104,1; 104,1; 104,1; 104,1
"17 Internt statsligt køb af varer og tjenester "; 0,0; 0,0; 1,5; 1,5; 1,5; 1,5
"18 Lønninger / personaleomkostninger "; 0,0; 0,0; 523,1; 502,7; 456,0; 445,3
"20 Af- og nedskrivninger "; 0,0; 0,0; 45,9; 45,9; 45,9; 45,9
"21 Andre driftsindtægter "; 0,0; 0,0; -5,7; -4,9; -4,9; -4,9
"22 Andre ordinære driftsomkostninger "; 0,0; 0,0; 295,4; 276,0; 216,0; 202,0
"26 Finansielle omkostninger "; 0,0; 0,0; 8,3; 8,3; 8,3; 8,3
"33 Interne statslige overførselsindtægter "; 0,0; 0,0; -68,8; -67,2; -66,8; -60,0
"41 Overførselsudgifter til EU og øvrige udland "; 0,0; 0,0; 0,1; 0,1; 0,1; 0,1
"44 Tilskud til personer "; 0,0; 0,0; 0,7; 0,7; 0,7; 0,7
"45 Tilskud til erhverv "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"06110112 Repræsentationer i Europa "; 0,0; 0,0; 483,7; 472,8; 424,5; 420,6
"11 Salg af varer "; 0,0; 0,0; -30,2; -33,4; -35,5; -35,5
"13 Kontrolafgifter og gebyrer "; 0,0; 0,0; -25,5; -25,5; -25,5; -25,5
"16 Husleje, leje af arealer,leasing "; 0,0; 0,0; 63,9; 63,9; 63,9; 63,9
"18 Lønninger / personaleomkostninger "; 0,0; 0,0; 159,1; 158,8; 144,5; 144,7
"20 Af- og nedskrivninger "; 0,0; 0,0; 23,2; 23,2; 23,2; 23,2
"21 Andre driftsindtægter "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"22 Andre ordinære driftsomkostninger "; 0,0; 0,0; 247,0; 239,6; 207,7; 203,6
"26 Finansielle omkostninger "; 0,0; 0,0; 39,1; 39,1; 39,1; 39,1
"44 Tilskud til personer "; 0,0; 0,0; 2,8; 2,8; 2,8; 2,8
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0; 4,4; 4,4; 4,4; 4,4
"06110113 Rep. i Nordamerika og Latinamerika "; 0,0; 0,0; 225,2; 212,1; 171,1; 169,6
"11 Salg af varer "; 0,0; 0,0; -22,6; -24,9; -26,5; -26,5
"13 Kontrolafgifter og gebyrer "; 0,0; 0,0; -10,9; -10,9; -10,9; -10,9
"16 Husleje, leje af arealer,leasing "; 0,0; 0,0; 33,3; 33,3; 33,3; 33,3
"18 Lønninger / personaleomkostninger "; 0,0; 0,0; 58,7; 57,4; 44,8; 45,3
"20 Af- og nedskrivninger "; 0,0; 0,0; 9,8; 9,8; 9,8; 9,8
"22 Andre ordinære driftsomkostninger "; 0,0; 0,0; 143,5; 134,0; 107,2; 105,2
"26 Finansielle omkostninger "; 0,0; 0,0; 11,3; 11,3; 11,3; 11,3
"44 Tilskud til personer "; 0,0; 0,0; 0,8; 0,8; 0,8; 0,8
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0; 1,3; 1,3; 1,3; 1,3
"06110114 Repræsentationer i Afrika "; 0,0; 0,0; 253,4; 263,3; 253,9; 255,7
"11 Salg af varer "; 0,0; 0,0; -7,6; -8,4; -8,9; -8,9
"13 Kontrolafgifter og gebyrer "; 0,0; 0,0; -8,5; -8,5; -8,5; -8,5
"16 Husleje, leje af arealer,leasing "; 0,0; 0,0; 28,1; 28,1; 28,1; 28,1
"18 Lønninger / personaleomkostninger "; 0,0; 0,0; 54,2; 58,5; 57,1; 58,7
"20 Af- og nedskrivninger "; 0,0; 0,0; 8,2; 8,2; 8,2; 8,2
"21 Andre driftsindtægter "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"22 Andre ordinære driftsomkostninger "; 0,0; 0,0; 174,5; 180,9; 173,4; 173,6
"26 Finansielle omkostninger "; 0,0; 0,0; 3,9; 3,9; 3,9; 3,9
"44 Tilskud til personer "; 0,0; 0,0; 0,3; 0,3; 0,3; 0,3
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0; 0,4; 0,4; 0,4; 0,4
"06110115 Repræsentationer i Asien og Oceanien "; 0,0; 0,0; 439,2; 418,4; 342,8; 321,6
"11 Salg af varer "; 0,0; 0,0; -37,3; -41,1; -43,8; -43,8
"13 Kontrolafgifter og gebyrer "; 0,0; 0,0; -66,9; -66,9; -66,9; -66,9
"16 Husleje, leje af arealer,leasing "; 0,0; 0,0; 67,9; 67,9; 67,9; 67,9
"18 Lønninger / personaleomkostninger "; 0,0; 0,0; 109,1; 106,4; 81,3; 78,3
"20 Af- og nedskrivninger "; 0,0; 0,0; 16,5; 16,5; 16,5; 16,5
"21 Andre driftsindtægter "; 0,0; 0,0; -0,3; -0,3; -0,3; -0,3
"22 Andre ordinære driftsomkostninger "; 0,0; 0,0; 307,0; 292,7; 244,9; 226,7
"26 Finansielle omkostninger "; 0,0; 0,0; 36,4; 36,4; 36,4; 36,4
"44 Tilskud til personer "; 0,0; 0,0; 2,7; 2,7; 2,7; 2,7
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 0,0; 4,1; 4,1; 4,1; 4,1
"06110120 Udviklingssamarbejde "; 800,3; 803,9; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 90,7; 132,6; 0,0; 0,0; 0,0; 0,0
"17 Internt statsligt køb af varer og tjenester "; 6,6; 0,0; 0,0; 0,0; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 317,6; 320,4; 0,0; 0,0; 0,0; 0,0
"20 Af- og nedskrivninger "; 27,1; 35,8; 0,0; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 330,9; 319,7; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 24,9; 38,0; 0,0; 0,0; 0,0; 0,0
"33 Interne statslige overførselsindtægter "; 0,0; -47,0; 0,0; 0,0; 0,0; 0,0
"43 Interne statslige overførselsudgifter "; 1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"44 Tilskud til personer "; 1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 4,4; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06110130 Eksport- og investeringsfremme mv. "; 372,9; 461,0; 0,0; 0,0; 0,0; 0,0
"11 Salg af varer "; -63,6; -47,5; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 71,8; 58,0; 0,0; 0,0; 0,0; 0,0
"17 Internt statsligt køb af varer og tjenester "; 5,2; 0,0; 0,0; 0,0; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 151,1; 168,9; 0,0; 0,0; 0,0; 0,0
"20 Af- og nedskrivninger "; 21,5; 23,6; 0,0; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 262,2; 236,8; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 19,7; 19,4; 0,0; 0,0; 0,0; 0,0
"43 Interne statslige overførselsudgifter "; 1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"44 Tilskud til personer "; 1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"45 Tilskud til erhverv "; 0,0; 0,2; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 1,6; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; -97,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06110140 Borgerservice "; 124,8; 130,4; 0,0; 0,0; 0,0; 0,0
"13 Kontrolafgifter og gebyrer "; -61,8; -125,3; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 39,7; 30,3; 0,0; 0,0; 0,0; 0,0
"17 Internt statsligt køb af varer og tjenester "; 2,9; 0,0; 0,0; 0,0; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 54,0; 90,1; 0,0; 0,0; 0,0; 0,0
"20 Af- og nedskrivninger "; 11,9; 6,2; 0,0; 0,0; 0,0; 0,0
"22 Andre ordinære driftsomkostninger "; 144,8; 115,1; 0,0; 0,0; 0,0; 0,0
"26 Finansielle omkostninger "; 10,9; 9,5; 0,0; 0,0; 0,0; 0,0
"33 Interne statslige overførselsindtægter "; -0,7; -0,7; 0,0; 0,0; 0,0; 0,0
"43 Interne statslige overførselsudgifter "; 0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"44 Tilskud til personer "; 0,7; 1,3; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 0,0; 3,9; 0,0; 0,0; 0,0; 0,0
"74 Fri egenkapital (budget. af årets resultat) "; -78,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06110197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"16 Husleje, leje af arealer,leasing "; 1,6; 0,0; 0,0; 0,0; 0,0; 0,0
"17 Internt statsligt køb af varer og tjenester "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"18 Lønninger / personaleomkostninger "; 7,3; 5,6; 6,6; 3,0; 1,5; 0,0
"21 Andre driftsindtægter "; -106,0; -245,1; -162,3; -32,0; -32,5; -4,0
"22 Andre ordinære driftsomkostninger "; 79,0; 239,5; 155,7; 29,0; 31,0; 4,0
"41 Overførselsudgifter til EU og øvrige udland "; 18,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061106 Renteindtægt af diverse tilgodehavender "; -2,2; -4,0; -4,0; -4,0; -4,0; -4,0
"06110610 Renteindtægt af diverse tilgodehavender "; -2,2; -4,0; -4,0; -4,0; -4,0; -4,0
"25 Finansielle indtægter "; -2,2; -4,0; -4,0; -4,0; -4,0; -4,0
"061113 Institut for Menneskerettigheder "; 39,0; 42,3; 42,6; 42,8; 42,0; 38,3
"06111310 Institut for Menneskerettigheder "; 39,0; 42,3; 42,6; 42,8; 42,0; 38,3
"46 Tilskud til anden virks. og invest.tilskud "; 39,0; 42,3; 42,6; 42,8; 42,0; 38,3
"061114 Dansk Institut for Internationale Studier "; 24,9; 25,3; 31,7; 25,5; 23,7; 23,3
"06111410 Dansk Institut for Internationale Studier "; 24,9; 25,3; 31,7; 25,5; 23,7; 23,3
"41 Overførselsudgifter til EU og øvrige udland "; -0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 25,8; 25,3; 31,7; 25,5; 23,7; 23,3
"061115 Ikke-lovbundne tilskud "; 25,1; 32,9; 45,9; 18,7; 18,7; 18,7
"06111510 Tilskud til oplysningsarbejde mv. "; 6,2; 5,3; 5,4; 4,7; 4,7; 4,7
"46 Tilskud til anden virks. og invest.tilskud "; 6,2; 5,3; 5,4; 4,7; 4,7; 4,7
"06111520 Tilskud til internationale institutioner "; 5,5; 14,2; 16,9; 11,9; 11,9; 11,9
"41 Overførselsudgifter til EU og øvrige udland "; 2,5; 9,2; 13,9; 8,8; 8,8; 8,8
"46 Tilskud til anden virks. og invest.tilskud "; 3,0; 5,0; 3,0; 3,1; 3,1; 3,1
"06111530 Int. presseindsatser "; 2,1; 2,1; 2,1; 2,1; 2,1; 2,1
"46 Tilskud til anden virks. og invest.tilskud "; 2,1; 2,1; 2,1; 2,1; 2,1; 2,1
"06111540 Freds- og Stabiliseringsfonden "; 11,2; 11,3; 21,5; 0,0; 0,0; 0,0
"41 Overførselsudgifter til EU og øvrige udland "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"46 Tilskud til anden virks. og invest.tilskud "; 10,4; 11,3; 21,5; 0,0; 0,0; 0,0
"58 Værdipapirer, tilgang "; 0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"061118 Den Europæiske Fredsfacilitet "; 0,0; 36,3; 73,4; 62,4; 78,3; 84,0
"06111810 fredsfacilitet "; 0,0; 36,3; 73,4; 62,4; 78,3; 84,0
"41 Overførselsudgifter til EU og øvrige udland "; 0,0; 36,3; 73,4; 62,4; 78,3; 84,0
"061121 Udlodninger fra IØ og IFU "; -30,0; -25,0; -15,0; -105,0; -50,0; -50,0
"06112110 Udlodninger fra IØ "; -30,0; -25,0; -15,0; -55,0; 0,0; 0,0
"34 Øvrige overførselsindtægter "; -30,0; -25,0; -15,0; -55,0; 0,0; 0,0
"06112120 Udbytte fra IFU "; 0,0; 0,0; 0,0; -50,0; -50,0; -50,0
"25 Finansielle indtægter "; 0,0; 0,0; 0,0; -50,0; -50,0; -50,0
"061122 Risikopræmie vedr. statsgarantier og genudlån "; 9,7; 13,7; 55,4; 55,4; 54,3; 54,3
"06112210 Risikopræmie vedr. IFU "; 4,8; 9,6; 16,2; 16,2; 16,2; 16,2
"43 Interne statslige overførselsudgifter "; 4,8; 9,6; 16,2; 16,2; 16,2; 16,2
